Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Wed Apr 9 2014,10:30p,Oklahoma City Thunder,107,Los Angeles Clippers,101,Box Score,,19459,STAPLES Center,
Thu Apr 10 2014,8:00p,San Antonio Spurs,109,Dallas Mavericks,100,Box Score,,20324,American Airlines Center,
Thu Apr 10 2014,10:30p,Denver Nuggets,100,Golden State Warriors,99,Box Score,,19596,Oracle Arena,
Fri Apr 11 2014,7:00p,Washington Wizards,96,Orlando Magic,86,Box Score,,17009,Amway Center,
Fri Apr 11 2014,7:00p,New York Knicks,108,Toronto Raptors,100,Box Score,,19800,Air Canada Centre,
Fri Apr 11 2014,7:30p,Charlotte Bobcats,103,Boston Celtics,106,Box Score,,18624,TD Garden,
Fri Apr 11 2014,7:30p,Atlanta Hawks,93,Brooklyn Nets,88,Box Score,,17732,Barclays Center,
Fri Apr 11 2014,7:30p,Indiana Pacers,86,Miami Heat,98,Box Score,,20300,AmericanAirlines Arena,
Fri Apr 11 2014,8:00p,Detroit Pistons,98,Chicago Bulls,106,Box Score,,22219,United Center,
Fri Apr 11 2014,8:00p,Philadelphia 76ers,95,Memphis Grizzlies,117,Box Score,,17456,FedEx Forum,
Fri Apr 11 2014,8:00p,Houston Rockets,110,Minnesota Timberwolves,112,Box Score,,16689,Target Center,
Fri Apr 11 2014,8:00p,New Orleans Pelicans,94,Oklahoma City Thunder,116,Box Score,,18203,Chesapeake Energy Arena,
Fri Apr 11 2014,8:30p,Cleveland Cavaliers,116,Milwaukee Bucks,119,Box Score,,13126,BMO Harris Bradley Center,
Fri Apr 11 2014,8:30p,Phoenix Suns,104,San Antonio Spurs,112,Box Score,,18581,AT&T Center,
Fri Apr 11 2014,9:00p,Portland Trail Blazers,111,Utah Jazz,99,Box Score,,19248,EnergySolutions Arena,
Fri Apr 11 2014,10:30p,Golden State Warriors,112,Los Angeles Lakers,95,Box Score,,18997,STAPLES Center,
Sat Apr 12 2014,3:30p,Sacramento Kings,101,Los Angeles Clippers,117,Box Score,,19060,STAPLES Center,
Sat Apr 12 2014,7:00p,Philadelphia 76ers,105,Charlotte Bobcats,111,Box Score,,17140,Time Warner Cable Arena,
Sat Apr 12 2014,7:00p,Milwaukee Bucks,91,Washington Wizards,104,Box Score,,17278,Verizon Center,
Sat Apr 12 2014,7:30p,Miami Heat,85,Atlanta Hawks,98,Box Score,,19287,Philips Arena,
Sat Apr 12 2014,7:30p,Boston Celtics,111,Cleveland Cavaliers,99,Box Score,,18456,Quicken Loans Arena,
Sat Apr 12 2014,8:00p,New Orleans Pelicans,104,Houston Rockets,111,Box Score,,18372,Toyota Center,
Sat Apr 12 2014,8:30p,Phoenix Suns,98,Dallas Mavericks,101,Box Score,,20413,American Airlines Center,
Sat Apr 12 2014,9:00p,Utah Jazz,94,Denver Nuggets,101,Box Score,,18832,Pepsi Center,
Sun Apr 13 2014,1:00p,Oklahoma City Thunder,97,Indiana Pacers,102,Box Score,,18165,Bankers Life Fieldhouse,
Sun Apr 13 2014,3:30p,Toronto Raptors,116,Detroit Pistons,107,Box Score,,16944,The Palace of Auburn Hills,
Sun Apr 13 2014,6:00p,Orlando Magic,88,Brooklyn Nets,97,Box Score,,17732,Barclays Center,
Sun Apr 13 2014,7:30p,Chicago Bulls,89,New York Knicks,100,Box Score,,19812,Madison Square Garden (IV),
Sun Apr 13 2014,9:00p,Golden State Warriors,117,Portland Trail Blazers,119,Box Score,OT,19995,Moda Center,
Sun Apr 13 2014,9:00p,Minnesota Timberwolves,103,Sacramento Kings,106,Box Score,,16965,Sleep Train Arena,
Sun Apr 13 2014,9:30p,Memphis Grizzlies,102,Los Angeles Lakers,90,Box Score,,18997,STAPLES Center,
Mon Apr 14 2014,7:00p,Boston Celtics,108,Philadelphia 76ers,113,Box Score,,17822,Wells Fargo Center,
Mon Apr 14 2014,7:00p,Milwaukee Bucks,100,Toronto Raptors,110,Box Score,,18821,Air Canada Centre,
Mon Apr 14 2014,7:00p,Miami Heat,93,Washington Wizards,114,Box Score,,20356,Verizon Center,
Mon Apr 14 2014,7:30p,Charlotte Bobcats,95,Atlanta Hawks,93,Box Score,,11918,Philips Arena,
Mon Apr 14 2014,8:00p,Orlando Magic,95,Chicago Bulls,108,Box Score,,22087,United Center,
Mon Apr 14 2014,8:00p,San Antonio Spurs,98,Houston Rockets,104,Box Score,,18406,Toyota Center,
Mon Apr 14 2014,8:00p,Oklahoma City Thunder,89,New Orleans Pelicans,101,Box Score,,17024,Smoothie King Center,
Mon Apr 14 2014,9:00p,Los Angeles Lakers,119,Utah Jazz,104,Box Score,,19911,EnergySolutions Arena,
Mon Apr 14 2014,10:00p,Memphis Grizzlies,97,Phoenix Suns,91,Box Score,,18422,US Airways Center,
Mon Apr 14 2014,10:30p,Minnesota Timberwolves,120,Golden State Warriors,130,Box Score,,19596,Oracle Arena,
Tue Apr 15 2014,8:00p,New York Knicks,109,Brooklyn Nets,98,Box Score,,17732,Barclays Center,
Tue Apr 15 2014,10:30p,Denver Nuggets,105,Los Angeles Clippers,117,Box Score,,19330,STAPLES Center,
Wed Apr 16 2014,7:00p,Chicago Bulls,86,Charlotte Bobcats,91,Box Score,OT,17627,Time Warner Cable Arena,
Wed Apr 16 2014,7:00p,Indiana Pacers,101,Orlando Magic,86,Box Score,,18846,Amway Center,
Wed Apr 16 2014,8:00p,Washington Wizards,118,Boston Celtics,102,Box Score,,18624,TD Garden,
Wed Apr 16 2014,8:00p,Brooklyn Nets,85,Cleveland Cavaliers,114,Box Score,,19842,Quicken Loans Arena,
Wed Apr 16 2014,8:00p,Dallas Mavericks,105,Memphis Grizzlies,106,Box Score,OT,17323,FedEx Forum,
Wed Apr 16 2014,8:00p,Philadelphia 76ers,100,Miami Heat,87,Box Score,,20350,AmericanAirlines Arena,
Wed Apr 16 2014,8:00p,Atlanta Hawks,111,Milwaukee Bucks,103,Box Score,,13111,BMO Harris Bradley Center,
Wed Apr 16 2014,8:00p,Utah Jazz,136,Minnesota Timberwolves,130,Box Score,2OT,14155,Target Center,
Wed Apr 16 2014,8:00p,Houston Rockets,100,New Orleans Pelicans,105,Box Score,,17421,Smoothie King Center,
Wed Apr 16 2014,8:00p,Toronto Raptors,92,New York Knicks,95,Box Score,,19812,Madison Square Garden (IV),
Wed Apr 16 2014,8:00p,Detroit Pistons,111,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
Wed Apr 16 2014,8:00p,Los Angeles Lakers,113,San Antonio Spurs,100,Box Score,,18581,AT&T Center,
Wed Apr 16 2014,10:30p,Golden State Warriors,116,Denver Nuggets,112,Box Score,,17232,Pepsi Center,
Wed Apr 16 2014,10:30p,Los Angeles Clippers,104,Portland Trail Blazers,110,Box Score,,20021,Moda Center,
Wed Apr 16 2014,10:30p,Phoenix Suns,104,Sacramento Kings,99,Box Score,,17317,Sleep Train Arena,
